_wkt_geom,id,xcoord,ycoord
Point (-77.48105233005480841 39.39080084828182748),16623,-77.48105233,39.39080085
Point (-77.37186896286351612 39.46853041791890604),16626,-77.37186896,39.46853042
Point (-77.66042582687283868 38.6972073557713756),16625,-77.66042583,38.69720736
Point (-77.71896118084789862 38.67699471312432991),16636,-77.71896118,38.67699471
Point (-78.1644282547585334 38.56343333579955868),16635,-78.16442825,38.56343334
Point (-77.3374186840331248 39.64361135702666417),16638,-77.33741868,39.64361136
Point (-77.56284648071682852 39.38160271779680244),16637,-77.56284648,39.38160272
Point (-77.68598249973048553 38.80232157695648709),16632,-77.6859825,38.80232158
Point (-77.58900184874011074 38.95926097747035044),16631,-77.58900185,38.95926098
Point (-77.55683811939640293 39.22852666100888541),16634,-77.55683812,39.22852666
Point (-76.90589948359796324 38.51015338769727236),16633,-76.90589948,38.51015339
Point (-77.76365196523416046 38.18256739917037379),16580,-77.76365197,38.1825674
Point (-77.06208423286247466 38.83495162126639855),16579,-77.06208423,38.83495162
Point (-78.20757249422041468 38.76878802215873066),16582,-78.20757249,38.76878802
Point (-77.35882562951263708 39.70661558730308371),16581,-77.35882563,39.70661559
Point (-77.66165136337086494 38.94288863551221169),16576,-77.66165136,38.94288864
Point (-77.54856320005829673 39.31235910259490396),16575,-77.5485632,39.3123591
Point (-78.00643228603540535 38.85338138255924889),16578,-78.00643229,38.85338138
Point (-76.62312283686739534 38.47000724749915435),16577,-76.62312284,38.47000725
Point (-77.8455105416542068 38.11065415670842782),16588,-77.84551054,38.11065416
Point (-77.83812860415527268 38.88225461001469796),16587,-77.8381286,38.88225461
Point (-77.65737146611023434 38.52719093430392405),16590,-77.65737147,38.52719093
Point (-76.46328303452091291 38.46754223758561864),16589,-76.46328303,38.46754224
Point (-77.11530940866339279 38.66195788672525424),16584,-77.11530941,38.66195789
Point (-77.62683158174773723 38.30007306997523386),16583,-77.62683158,38.30007307
Point (-77.81202898991332972 39.01948494738682172),16586,-77.81202899,39.01948495
Point (-76.47852595910148921 38.69678677952281731),16585,-76.47852596,38.69678678
Point (-77.23525510394988203 38.65521548177802913),16596,-77.2352551,38.65521548
Point (-77.9767464413387188 39.10908060017295185),16595,-77.97674644,39.1090806
Point (-78.02095005992316601 38.51115378128337596),16598,-78.02095006,38.51115378
Point (-77.05019662183153173 39.21897720243530472),16597,-77.05019662,39.2189772
Point (-76.95319126988992764 39.0800550540691205),16592,-76.95319127,39.08005505
Point (-77.39689683368801809 38.92801645957198531),16591,-77.39689683,38.92801646
Point (-77.83439480510162412 39.0240595039875231),16594,-77.83439481,39.0240595
Point (-76.68097275311825456 38.89362543665907168),16593,-76.68097275,38.89362544
Point (-77.24693535757182872 39.3825384362248414),16604,-77.24693536,39.38253844
Point (-77.51302983626210619 39.36033280839754411),16603,-77.51302984,39.36033281
Point (-77.17810367171691155 38.38318053296200816),16606,-77.17810367,38.38318053
Point (-76.86707639899175604 38.2777935675746761),16605,-76.8670764,38.27779357
Point (-77.74330783173014936 38.6951208131573452),16600,-77.74330783,38.69512081
Point (-76.73535988061652802 38.86175368611851866),16599,-76.73535988,38.86175369
Point (-77.0924800056587145 38.81303212031984629),16602,-77.09248001,38.81303212
Point (-77.30648905400235549 39.39088681319615404),16601,-77.30648905,39.39088681
Point (-77.97641109608046861 39.04780416446669022),16548,-77.9764111,39.04780416
Point (-77.30779237172812657 39.71679522020157549),16547,-77.30779237,39.71679522
Point (-77.36883332647130374 39.15464768121852757),16550,-77.36883333,39.15464768
Point (-77.39002768547382516 38.79256030569975167),16549,-77.39002769,38.79256031
Point (-77.42052021850902577 39.01015380160502843),16544,-77.42052022,39.0101538
Point (-76.76932043952746199 38.52319897675921112),16543,-76.76932044,38.52319898
Point (-77.91456261834281349 38.6190028624134456),16546,-77.91456262,38.61900286
Point (-78.06526101509010118 38.71470175398042102),16545,-78.06526102,38.71470175
Point (-76.88380738544414328 39.04958402854042987),16556,-76.88380739,39.04958403
Point (-77.7850452011668807 38.84945469259390194),16555,-77.7850452,38.84945469
Point (-78.01933730192294547 39.03654051434722305),16558,-78.0193373,39.03654051
Point (-77.64533441814606363 38.75181608827256241),16557,-77.64533442,38.75181609
Point (-77.72885479132516195 39.3215800220953895),16552,-77.72885479,39.32158002
Point (-78.05957567117891927 39.15384793305381805),16551,-78.05957567,39.15384793
Point (-77.06150936939562257 38.4456285957119519),16554,-77.06150937,38.4456286
Point (-77.67734774517239771 38.23034327607535943),16553,-77.67734775,38.23034328
Point (-77.91868873308693821 38.47451122426127768),16564,-77.91868873,38.47451122
Point (-77.33006186208652366 38.75605644847527032),16563,-77.33006186,38.75605645
Point (-78.20690069999660921 38.77707485349513661),16566,-78.2069007,38.77707485
Point (-76.81098887196925773 38.52392381879906225),16565,-76.81098887,38.52392382
Point (-77.86110642749879673 38.9508419019240506),16560,-77.86110643,38.9508419
Point (-77.91445679847380745 38.37202006846738556),16559,-77.9144568,38.37202007
Point (-77.55857418975725182 39.58476700396990111),16562,-77.55857419,39.584767
Point (-76.92535954700481682 39.11912595898797917),16561,-76.92535955,39.11912596
Point (-77.19695901538048588 39.20407540330056406),16572,-77.19695902,39.2040754
Point (-78.23289400629893464 39.00026499000098568),16571,-78.23289401,39.00026499
Point (-76.51339203058734029 38.51274293650117642),16574,-76.51339203,38.51274294
Point (-77.14627437386836561 38.37920827135213386),16573,-77.14627437,38.37920827
Point (-77.62428780867057299 39.18661491385888951),16568,-77.62428781,39.18661491
Point (-76.97580860253451362 38.7417676876623247),16567,-76.9758086,38.74176769
Point (-77.77733973751784902 39.38760173001897869),16570,-77.77733974,39.38760173
Point (-78.16775625530543437 38.82686355948771251),16569,-78.16775626,38.82686356
Point (-77.4902071111033024 39.28777348011588089),16516,-77.49020711,39.28777348
Point (-78.074784799767869 38.76640636974169496),16515,-78.0747848,38.76640637
Point (-77.56053386538562222 38.11879720490195211),16518,-77.56053387,38.1187972
Point (-77.78209264585409244 38.71077865281447572),16517,-77.78209265,38.71077865
Point (-77.57202671957087148 38.95192972916156293),16512,-77.57202672,38.95192973
Point (-77.16839358913659908 38.97049414694014757),16511,-77.16839359,38.97049415
Point (-77.15224213206685988 38.4362921446086645),16514,-77.15224213,38.43629214
Point (-77.27413140479534093 39.09545753731147499),16513,-77.2741314,39.09545754
Point (-77.53537463578116729 38.45275197271658385),16524,-77.53537464,38.45275197
Point (-76.88934812622727577 38.47307101918212169),16523,-76.88934813,38.47307102
Point (-77.77206486453820844 38.81057305914438871),16526,-77.77206486,38.81057306
Point (-76.50139571889727108 38.67591876075107393),16525,-76.50139572,38.67591876
Point (-77.69185491072386185 39.15924201338140875),16520,-77.69185491,39.15924201
Point (-77.79065903610757005 38.45737263331389499),16519,-77.79065904,38.45737263
Point (-77.66230331269609621 38.74831750882258063),16522,-77.66230331,38.74831751
Point (-77.63202003880022062 38.83645163415046397),16521,-77.63202004,38.83645163
Point (-77.34352578452828197 38.56047228484641209),16532,-77.34352578,38.56047228
Point (-77.70477646423181284 38.0437085247997544),16531,-77.70477646,38.04370852
Point (-77.1465734375022123 38.47426138570891396),16534,-77.14657344,38.47426139
Point (-77.75886691725881406 39.25546053397999202),16533,-77.75886692,39.25546053
Point (-78.21435443630211637 38.80403943423275592),16528,-78.21435444,38.80403943
Point (-77.11359167118945379 39.09164311235552702),16527,-77.11359167,39.09164311
Point (-78.28077493935406039 38.68967857567567137),16530,-78.28077494,38.68967858
Point (-76.92594387417568669 39.03263608178525601),16529,-76.92594387,39.03263608
Point (-77.2473034333525419 38.84295384733185585),16540,-77.24730343,38.84295385
Point (-78.23934988958846759 38.78483299813262164),16539,-78.23934989,38.784833
Point (-77.41570199994866641 39.5388959642349036),16542,-77.415702,39.53889596
Point (-77.7935911713570647 38.76998183787536334),16541,-77.79359117,38.76998184
Point (-77.34939057423628128 39.12025812966618332),16536,-77.34939057,39.12025813
Point (-77.35136891610422083 38.2530402500703488),16535,-77.35136892,38.25304025
Point (-77.10333332370971959 38.91168678398847902),16538,-77.10333332,38.91168678
Point (-78.2527671051359448 38.83603625847059959),16537,-78.25276711,38.83603626
Point (-77.6414655011722914 38.98902754610123367),16484,-77.6414655,38.98902755
Point (-77.84534561742989922 38.45392965311343403),16483,-77.84534562,38.45392965
Point (-77.00397652825708406 38.46955983903989562),16486,-77.00397653,38.46955984
Point (-76.47603389889216885 38.63703653240795433),16485,-76.4760339,38.63703653
Point (-77.40833213403270463 39.60066977102799513),16480,-77.40833213,39.60066977
Point (-77.33517184343199347 38.40890509453623025),16479,-77.33517184,38.40890509
Point (-77.00042107479906406 38.47847168066673618),16482,-77.00042107,38.47847168
Point (-76.88907954854036575 38.55908302318231762),16481,-76.88907955,38.55908302
Point (-77.60458537424401015 38.86096298580186925),16492,-77.60458537,38.86096299
Point (-77.14081708009358351 38.9476118598567993),16491,-77.14081708,38.94761186
Point (-76.88647374997719908 38.78372594224408942),16494,-76.88647375,38.78372594
Point (-77.63277877179289987 39.18479839029236445),16493,-77.63277877,39.18479839
Point (-76.99167971853499637 39.04482837718284571),16488,-76.99167972,39.04482838
Point (-77.80051821847995086 38.18216902492235931),16487,-77.80051822,38.18216902
Point (-76.71169059146262725 38.78967485918102653),16490,-76.71169059,38.78967486
Point (-77.34799713962655687 38.86641007238290513),16489,-77.34799714,38.86641007
Point (-77.70028706236500682 38.4766980545498356),16500,-77.70028706,38.47669805
Point (-77.4560671646073331 39.67571420279254824),16499,-77.45606716,39.6757142
Point (-77.53623250380222487 38.39638666129938827),16502,-77.5362325,38.39638666
Point (-77.63680742672512736 38.46169188835642672),16501,-77.63680743,38.46169189
Point (-78.11288931816979186 39.02591338219439621),16496,-78.11288932,39.02591338
Point (-77.69686077857453199 38.2756502606438147),16495,-77.69686078,38.27565026
Point (-77.65993577609162912 38.91234634520097302),16498,-77.65993578,38.91234635
Point (-78.05959935451389242 39.09449897507145266),16497,-78.05959935,39.09449898
Point (-77.00952349003406994 38.77209985517955459),16508,-77.00952349,38.77209986
Point (-78.042752057320115 38.49305335767300562),16507,-78.04275206,38.49305336
Point (-77.61224578761606097 38.45299277145395678),16510,-77.61224579,38.45299277
Point (-77.45261560765015929 38.56398355797364275),16509,-77.45261561,38.56398356
Point (-78.0522005390355389 38.88295008715115841),16504,-78.05220054,38.88295009
Point (-77.77706213815802982 39.49846594714838233),16503,-77.77706214,39.49846595
Point (-76.96375745701881499 38.70154584263844555),16506,-76.96375746,38.70154584
Point (-76.73474390613790774 38.71231504504867615),16505,-76.73474391,38.71231505
Point (-77.63692502029797993 38.23218038369466143),16452,-77.63692502,38.23218038
Point (-78.2287522573637375 38.80631752701376769),16451,-78.22875226,38.80631753
Point (-77.34092769835089598 38.70195048088233847),16454,-77.3409277,38.70195048
Point (-77.99323396121815222 38.9814600454867346),16453,-77.99323396,38.98146005
Point (-77.68727683137824158 38.69201499596518801),16448,-77.68727683,38.692015
Point (-78.10485927414318041 38.95351869532620981),16447,-78.10485927,38.9535187
Point (-77.36820964458149774 39.11482043156069466),16450,-77.36820964,39.11482043
Point (-76.5066351574352268 38.53560068322218513),16449,-76.50663516,38.53560068
Point (-77.45159287655657465 38.63588518725419618),16460,-77.45159288,38.63588519
Point (-77.88170645675150183 38.91594103940548877),16459,-77.88170646,38.91594104
Point (-77.31103789513828417 39.52160178275747882),16462,-77.3110379,39.52160178
Point (-78.03497793392563153 38.39077354557363009),16461,-78.03497793,38.39077355
Point (-76.7071281107771199 38.90862350959383775),16456,-76.70712811,38.90862351
Point (-77.92798720282635827 39.21208332074649405),16455,-77.9279872,39.21208332
Point (-76.83781438801648278 38.24002592102602449),16458,-76.83781439,38.24002592
Point (-77.37966577335633644 39.11934399741026169),16457,-77.37966577,39.119344
Point (-77.67399424897811855 38.71492305507037912),16468,-77.67399425,38.71492306
Point (-77.23505134479979972 39.41787704748952592),16467,-77.23505134,39.41787705
Point (-77.06224272280344678 38.4117397181734006),16470,-77.06224272,38.41173972
Point (-77.26286645983807944 39.29384083643073211),16469,-77.26286646,39.29384084
Point (-77.75048250538472416 38.58270486944721256),16464,-77.75048251,38.58270487
Point (-77.3860761560867445 39.19198779557279266),16463,-77.38607616,39.1919878
Point (-78.00859131123525003 39.12594448088377419),16466,-78.00859131,39.12594448
Point (-77.6210406508253925 39.16882194930723671),16465,-77.62104065,39.16882195
Point (-78.04713646612162847 38.90820955195576403),16476,-78.04713647,38.90820955
Point (-77.87059865351002941 39.29172443140114268),16475,-77.87059865,39.29172443
Point (-77.89682711100101642 38.46340190257055269),16478,-77.89682711,38.4634019
Point (-77.17995166011061769 38.93280790720090323),16477,-77.17995166,38.93280791
Point (-77.88620034326343955 38.71036828060414337),16472,-77.88620034,38.71036828
Point (-76.67303259563763618 38.67392536091227129),16471,-76.6730326,38.67392536
Point (-77.40809897210399981 38.88871389738748974),16474,-77.40809897,38.8887139
Point (-77.38461811405996116 39.30783853442666498),16473,-77.38461811,39.30783853
Point (-77.66147461229796534 38.72434164718541894),16420,-77.66147461,38.72434165
Point (-77.85660017383457898 38.72702531552998551),16419,-77.85660017,38.72702532
Point (-77.8328064777764439 38.85854003383280997),16422,-77.83280648,38.85854003
Point (-77.24151615854454178 38.61474461309737904),16421,-77.24151616,38.61474461
Point (-77.07959808057407258 38.81819238881765699),16416,-77.07959808,38.81819239
Point (-77.72069518905773577 38.57945299728248045),16415,-77.72069519,38.579453
Point (-76.8965499008845228 38.3580114865150108),16418,-76.8965499,38.35801149
Point (-76.37320907428555472 38.36513170111551574),16417,-76.37320907,38.3651317
Point (-77.4534503879709888 38.64693850719863377),16428,-77.45345039,38.64693851
Point (-77.2102383488081756 38.40247170709296398),16427,-77.21023835,38.40247171
Point (-78.24216928898907497 38.64535875269629628),16430,-78.24216929,38.64535875
Point (-77.037813680761559 38.43228080886285625),16429,-77.03781368,38.43228081
Point (-77.13120176219976543 39.05363448753035982),16424,-77.13120176,39.05363449
Point (-77.26576317734010502 38.9946959989503199),16423,-77.26576318,38.994696
Point (-77.6012293518699181 39.41564927194541212),16426,-77.60122935,39.41564927
Point (-77.39664752487816202 39.23235510309793028),16425,-77.39664752,39.2323551
Point (-76.51050061189360463 38.54327379946163035),16436,-76.51050061,38.5432738
Point (-77.12782092432166792 38.75554203451537916),16435,-77.12782092,38.75554203
Point (-76.40674704514354687 38.41557555838569726),16438,-76.40674705,38.41557556
Point (-77.77465317072784501 39.08712415380944805),16437,-77.77465317,39.08712415
Point (-77.6372233635710387 38.56392097875137637),16432,-77.63722336,38.56392098
Point (-77.5296181717849322 39.39177814381339005),16431,-77.52961817,39.39177814
Point (-76.75717768323276857 38.94042360990943763),16434,-76.75717768,38.94042361
Point (-77.29699379053960229 39.17547798814162263),16433,-77.29699379,39.17547799
Point (-77.55931684377675595 38.68837455360216637),16444,-77.55931684,38.68837455
Point (-77.76139453714240801 39.32838242177717802),16443,-77.76139454,39.32838242
Point (-76.70222072956437387 38.55507952007909012),16446,-76.70222073,38.55507952
Point (-76.72557026559276494 38.71250217292062246),16445,-76.72557027,38.71250217
Point (-77.89824259622712077 39.37750573715167235),16440,-77.8982426,39.37750574
Point (-76.67853978604436804 38.75061262178851962),16439,-76.67853979,38.75061262
Point (-77.43942484257716785 39.00083760814064959),16442,-77.43942484,39.00083761
Point (-77.1751167897241146 39.14139834005780472),16441,-77.17511679,39.14139834
Point (-78.12554253975331164 38.65131286186713311),16388,-78.12554254,38.65131286
Point (-77.05310167093689699 39.00850411872364987),16387,-77.05310167,39.00850412
Point (-77.34731098410260586 39.71860631533665043),16390,-77.34731098,39.71860632
Point (-77.68683843891997753 38.15412362807354896),16389,-77.68683844,38.15412363
Point (-77.17881597784624148 38.85902951363837587),16384,-77.17881598,38.85902951
Point (-77.01551575733918753 38.9278237682979551),16383,-77.01551576,38.92782377
Point (-77.68872048664825058 38.5525402176626244),16386,-77.68872049,38.55254022
Point (-77.13948823336478711 38.9280860623516034),16385,-77.13948823,38.92808606
Point (-77.61451431189222205 38.87164471309232283),16396,-77.61451431,38.87164471
Point (-77.34711228743668698 39.67192055522782113),16395,-77.34711229,39.67192056
Point (-77.24582718847869955 38.81724755160888662),16398,-77.24582719,38.81724755
Point (-77.7957436671655671 39.00522761843254216),16397,-77.79574367,39.00522762
Point (-77.4396836638926942 38.22119676581022674),16392,-77.43968366,38.22119677
Point (-77.77574313647642157 39.35928901704230753),16391,-77.77574314,39.35928902
Point (-77.69137542657077233 38.65888511633470159),16394,-77.69137543,38.65888512
Point (-76.48248164153814344 38.6022191153208496),16393,-76.48248164,38.60221912
Point (-77.33786326764885644 38.61215426674464624),16404,-77.33786327,38.61215427
Point (-77.43346221550025632 39.19753611993147757),16403,-77.43346222,39.19753612
Point (-77.28365634952827179 39.03884650237945664),16406,-77.28365635,39.0388465
Point (-77.180253070363662 38.37518729689832497),16405,-77.18025307,38.3751873
Point (-77.54641377375695299 38.16837628366809554),16400,-77.54641377,38.16837628
Point (-76.76425523240413895 38.91565685939778518),16399,-76.76425523,38.91565686
Point (-77.78936406745307863 38.4258965116108655),16402,-77.78936407,38.42589651
Point (-77.26565142660483332 39.42033545025439878),16401,-77.26565143,39.42033545
Point (-76.58827244344513474 38.55175752379626175),16412,-76.58827244,38.55175752
Point (-77.45353086123949993 39.19215886649010372),16411,-77.45353086,39.19215887
Point (-76.57975257417902526 38.51321476344723038),16414,-76.57975257,38.51321476
Point (-77.94317251705626859 39.10267848607377772),16413,-77.94317252,39.10267849
Point (-77.28421768838005335 39.5621165601170901),16408,-77.28421769,39.56211656
Point (-76.70191714269434158 38.54940953229986889),16407,-76.70191714,38.54940953
Point (-77.53523294755278528 38.43586996361428731),16410,-77.53523295,38.43586996
Point (-76.95921436253530601 38.3884825620157315),16409,-76.95921436,38.38848256
Point (-77.95973105516709722 39.33342579217465129),17380,-77.95973106,39.33342579
Point (-77.99730967005261562 38.4559870753643338),17379,-77.99730967,38.45598708
Point (-77.14872957850265323 39.47252202993334436),17382,-77.14872958,39.47252203
Point (-77.88856651072387649 38.46951247757653647),17381,-77.88856651,38.46951248
Point (-76.86977022737976029 38.41697433293123964),17376,-76.86977023,38.41697433
Point (-77.99026627889041663 39.09091950698489626),17375,-77.99026628,39.09091951
Point (-77.38718517591398438 38.70443826721545832),17378,-77.38718518,38.70443827
Point (-76.87857832911335265 38.68771645179049301),17377,-76.87857833,38.68771645
Point (-77.5461320073320195 39.1324097077245483),17388,-77.54613201,39.13240971
Point (-76.99988042465454896 38.83066298584576259),17387,-76.99988042,38.83066299
Point (-77.49508278929747007 38.13922066889352891),17390,-77.49508279,38.13922067
Point (-77.32834561041707389 38.78509866083656021),17389,-77.32834561,38.78509866
Point (-77.25769600854980013 38.92008959618510033),17384,-77.25769601,38.9200896
Point (-77.35102420547202939 39.59163470208068247),17383,-77.35102421,39.5916347
Point (-76.45186312610148605 38.53791602946654393),17386,-76.45186313,38.53791603
Point (-76.84887648503126911 39.00689148547463247),17385,-76.84887649,39.00689149
Point (-77.57880233939941661 38.37126872918006626),17396,-77.57880234,38.37126873
Point (-76.72934546663688593 38.82535123030623225),17395,-76.72934547,38.82535123
Point (-77.69617551189118387 38.72240991498614449),17398,-77.69617551,38.72240991
Point (-77.73374229468080898 38.27216868112314785),17397,-77.73374229,38.27216868
Point (-77.17256135738173839 39.40043613851927518),17392,-77.17256136,39.40043614
Point (-78.09008746192178307 38.80140177300712168),17391,-78.09008746,38.80140177
Point (-77.55131222238644284 39.55789841195299772),17394,-77.55131222,39.55789841
Point (-77.54182612163496913 38.96376086021891183),17393,-77.54182612,38.96376086
Point (-77.58922717520799495 39.01575087234544981),17404,-77.58922718,39.01575087
Point (-76.87504085526691711 38.42563887517822963),17403,-76.87504086,38.42563888
Point (-77.31342691199424166 38.41903063612292613),17406,-77.31342691,38.41903064
Point (-76.92225116008376062 38.52832336766460486),17405,-76.92225116,38.52832337
Point (-77.72124603155835132 38.87533521113985557),17400,-77.72124603,38.87533521
Point (-77.9830972449243518 39.20642625308585849),17399,-77.98309724,39.20642625
Point (-77.58288464499759129 38.99754837982386135),17402,-77.58288464,38.99754838
Point (-77.61255506487471223 38.31141413220324665),17401,-77.61255506,38.31141413
Point (-76.89552329639641925 38.97641885743853152),17348,-76.8955233,38.97641886
Point (-76.91320658683581257 38.43535705314419459),17347,-76.91320659,38.43535705
Point (-77.38795398428311501 38.9840012402521694),17350,-77.38795398,38.98400124
Point (-77.40591927260157945 39.600344335738626),17349,-77.40591927,39.60034434
Point (-77.47792919435639192 38.47074676937031512),17344,-77.47792919,38.47074677
Point (-77.92297752703537128 39.2071730650619088),17343,-77.92297753,39.20717307
Point (-77.28140191556823879 39.38568822023305671),17346,-77.28140192,39.38568822
Point (-76.85608129144742406 38.53315737765569793),17345,-76.85608129,38.53315738
Point (-77.09033502549129935 38.92107563876472653),17356,-77.09033503,38.92107564
Point (-77.3898096406959155 38.26155676083050139),17355,-77.38980964,38.26155676
Point (-77.03966813610601605 39.09305738762640203),17358,-77.03966814,39.09305739
Point (-77.32698216574485173 39.10239218903792846),17357,-77.32698217,39.10239219
Point (-76.42075018194726965 38.48457291946660774),17352,-76.42075018,38.48457292
Point (-77.70719918426446782 38.0163126845272501),17351,-77.70719918,38.01631268
Point (-77.01444379544201979 38.43198467975013699),17354,-77.0144438,38.43198468
Point (-77.34567454278705156 38.50709664545107813),17353,-77.34567454,38.50709665
Point (-77.85209319356364688 39.28169260918124195),17364,-77.85209319,39.28169261
Point (-77.27677595621427997 39.30756592671477279),17363,-77.27677596,39.30756593
Point (-76.71202081368885217 38.62075302955298639),17366,-76.71202081,38.62075303
Point (-77.38237011844809388 39.26706919092850967),17365,-77.38237012,39.26706919
Point (-77.18716883998311573 38.76487006314896888),17360,-77.18716884,38.76487006
Point (-77.4018289803418611 39.45214618877287194),17359,-77.40182898,39.45214619
Point (-78.09476390685556169 38.8086673637879116),17362,-78.09476391,38.80866736
Point (-76.75187370624479399 38.80326818118579268),17361,-76.75187371,38.80326818
Point (-77.99117197837853155 38.84370739447616216),17372,-77.99117198,38.84370739
Point (-76.77118291222623725 38.848441604697733),17371,-76.77118291,38.8484416
Point (-77.81724088701463415 38.18511469395420477),17374,-77.81724089,38.18511469
Point (-77.93028209821724772 38.46301850476842787),17373,-77.9302821,38.4630185
Point (-77.41576223801875756 38.68358028095401835),17368,-77.41576224,38.68358028
Point (-77.75044966372524868 39.13244727595126449),17367,-77.75044966,39.13244728
Point (-77.32211164606653142 39.47018981212618627),17370,-77.32211165,39.47018981
Point (-77.16822201639467949 39.52308230420746327),17369,-77.16822202,39.5230823
Point (-77.54918078779239465 38.45073974613774936),17316,-77.54918079,38.45073975
Point (-77.13698595548838455 39.19141128559687814),17315,-77.13698596,39.19141129
Point (-76.80570055758529691 38.82774230574322871),17318,-76.80570056,38.82774231
Point (-77.20232803673351896 38.36088896615913768),17317,-77.20232804,38.36088897
Point (-77.2029965557213842 39.41706532412760566),17312,-77.20299656,39.41706532
Point (-78.04181991168400145 38.50489570158049446),17311,-78.04181991,38.5048957
Point (-77.8588073657484756 38.78771482509717572),17314,-77.85880737,38.78771483
Point (-77.50021963901239985 39.15789179058683089),17313,-77.50021964,39.15789179
Point (-77.25652042855625723 38.34479237937559759),17324,-77.25652043,38.34479238
Point (-77.25946833063470365 38.54695811165765917),17323,-77.25946833,38.54695811
Point (-76.71304263881657448 38.86012351611145732),17326,-76.71304264,38.86012352
Point (-77.78417680699868697 38.58201626825421471),17325,-77.78417681,38.58201627
Point (-77.99450489662270058 38.57931081500300508),17320,-77.9945049,38.57931082
Point (-77.55787324006182359 38.18363779644818834),17319,-77.55787324,38.1836378
Point (-76.91061563288603509 38.58115662573698756),17322,-76.91061563,38.58115663
Point (-77.18267441324174172 39.49665448060625295),17321,-77.18267441,39.49665448
Point (-77.91479159607439442 38.53106910419138842),17332,-77.9147916,38.5310691
Point (-77.02139710428306785 38.94522314871807112),17331,-77.0213971,38.94522315
Point (-77.07039746805874358 38.5808074877046181),17334,-77.07039747,38.58080749
Point (-77.80065822210694648 38.48507541591203562),17333,-77.80065822,38.48507542
Point (-77.3707534131320358 39.68658879977075316),17328,-77.37075341,39.6865888
Point (-77.86111515224519053 39.11270162772902381),17327,-77.86111515,39.11270163
Point (-78.11749300387288031 38.93469220464618274),17330,-78.117493,38.9346922
Point (-76.80650066007510191 38.76955090910513491),17329,-76.80650066,38.76955091
Point (-78.17768605713179397 38.81443782993908087),17340,-78.17768606,38.81443783
Point (-76.71213417157328252 38.89658753756855702),17339,-76.71213417,38.89658754
Point (-77.51717394161697428 39.29751870819371362),17342,-77.51717394,39.29751871
Point (-76.71870606884068877 38.59603953690000111),17341,-76.71870607,38.59603954
Point (-78.00484808845766338 38.61285493405097213),17336,-78.00484809,38.61285493
Point (-77.64440611654460156 39.06433873299106807),17335,-77.64440612,39.06433873
Point (-78.1098691064918853 38.4817467864434164),17338,-78.10986911,38.48174679
Point (-78.10322435967123056 38.83121494784551686),17337,-78.10322436,38.83121495
Point (-77.69940784959267432 38.43754342879159935),17284,-77.69940785,38.43754343
Point (-76.93728491562808358 38.4809084923614293),17283,-76.93728492,38.48090849
Point (-77.62745886085612312 38.41415143422350553),17286,-77.62745886,38.41415143
Point (-76.81054034047744494 38.64731675498522634),17285,-76.81054034,38.64731675
Point (-77.56498618635524167 38.64307890405741119),17280,-77.56498619,38.6430789
Point (-77.84976782411845875 39.05572282487988645),17279,-77.84976782,39.05572282
Point (-77.6076265341479683 38.30062801371796155),17282,-77.60762653,38.30062801
Point (-77.43816629773303362 38.62857395334691546),17281,-77.4381663,38.62857395
Point (-77.73576344545865879 38.76826928483905021),17292,-77.73576345,38.76826928
Point (-77.4255618710272131 39.30479946856886642),17291,-77.42556187,39.30479947
Point (-77.11680790992893719 38.72833985497244669),17294,-77.11680791,38.72833985
Point (-77.38489937500952465 39.49827559657344977),17293,-77.38489938,39.4982756
Point (-77.72007852441176112 38.63139975151268857),17288,-77.72007852,38.63139975
Point (-77.13507190932108415 38.8989380379684988),17287,-77.13507191,38.89893804
Point (-77.13442366777279346 39.05670544785409959),17290,-77.13442367,39.05670545
Point (-78.12736797906057973 39.0244162795126428),17289,-78.12736798,39.02441628
Point (-77.36034519773127727 39.4515072648714451),17300,-77.3603452,39.45150726
Point (-77.48539172835081956 39.52862371779750816),17299,-77.48539173,39.52862372
Point (-78.17746291781384116 38.64668316178458696),17302,-78.17746292,38.64668316
Point (-76.89759230479515395 38.82098856964113054),17301,-76.8975923,38.82098857
Point (-77.54977734592144145 38.87939506116856592),17296,-77.54977735,38.87939506
Point (-76.99714838936516514 38.64792813412118733),17295,-76.99714839,38.64792813
Point (-77.77740128220874283 39.31385873268607867),17298,-77.77740128,39.31385873
Point (-77.45995311729716093 39.4666971760814036),17297,-77.45995312,39.46669718
Point (-77.76744249512410079 39.25456351080222817),17308,-77.7674425,39.25456351
Point (-76.56217590631209191 38.64989205443754372),17307,-76.56217591,38.64989205
Point (-76.66383229567685476 38.61133881743643315),17310,-76.6638323,38.61133882
Point (-77.56967875978504878 38.27769971620599421),17309,-77.56967876,38.27769972
Point (-76.81378184279699894 38.64699038755288285),17304,-76.81378184,38.64699039
Point (-77.9191642895448382 38.67077470985571352),17303,-77.91916429,38.67077471
Point (-76.78235578478557954 38.50927749587702209),17306,-76.78235578,38.5092775
Point (-77.18675476240564137 38.60177696790576363),17305,-77.18675476,38.60177697
Point (-77.7770959898567753 39.38922130893188012),17252,-77.77709599,39.38922131
Point (-78.03843079459751664 38.83365948189318573),17251,-78.03843079,38.83365948
Point (-77.52378988872303012 38.86490748824136432),17254,-77.52378989,38.86490749
Point (-77.23695856436222584 38.85493530811507412),17253,-77.23695856,38.85493531
Point (-77.39350480227828655 38.49554275024453176),17248,-77.3935048,38.49554275
